OverallQual,GrLivArea,YearBuilt,TotalBsmtSF,FullBath,HalfBath,GarageCars,GarageArea,SalePrice,price_for_sft
8,2800.0,1991,2460.0,2,2,1,705.5,290452.0,118.06991869918699
8,1223.75,1931,2105.0,2,0,2,620.0,157806.75,88.0267741633301
6,2620.0,1931,838.75,2,0,3,705.5,225971.0,307.03622550900263
5,2800.0,1965,1660.0,1,2,1,239.0,185397.0,111.68493975903614
3,1547.0,1991,838.75,3,2,3,292.0,282657.0,307.03622550900263
8,2800.0,1991,838.75,1,2,1,565.0,157806.75,307.03622550900263
8,1615.0,1940,974.0,3,2,2,239.0,247335.0,253.93737166324436
7,1223.75,1976,838.75,1,0,1,689.0,157806.75,307.03622550900263
3,1223.75,1968,838.75,1,2,3,705.5,266541.0,307.03622550900263
5,1741.0,1957,944.0,4,2,1,705.5,202486.0,214.4978813559322
3,1223.75,1931,2402.0,1,0,3,282.0,385333.25,166.54412989175688
4,2800.0,1991,1178.0,1,0,3,239.0,385333.25,307.03622550900263
6,2800.0,1991,838.75,2,2,2,669.0,385333.25,307.03622550900263
5,2800.0,1931,1693.0,4,2,3,647.0,187275.0,110.61724748966331
3,1223.75,1946,2190.0,1,1,2,500.0,239875.0,109.53196347031964
3,1223.75,1990,2336.0,1,0,1,527.0,385333.25,182.4242294520548
3,2767.0,1954,2599.5,2,1,2,501.0,299698.0,109.37883211678832
3,2800.0,1976,838.75,4,0,3,281.0,294033.0,307.03622550900263
8,2567.0,1949,838.75,4,0,3,672.0,207080.0,285.6275862068965
3,2207.0,1943,2599.5,3,0,1,239.0,285480.0,96.41337386018238
8,1223.75,1931,2599.5,1,0,1,239.0,157806.75,88.0267741633301
7,2056.0,1936,2022.0,3,1,3,239.0,297270.0,147.01780415430267
8,2800.0,1959,2548.0,4,2,3,431.0,385333.25,154.90227629513345
3,1461.0,1931,838.75,1,0,1,705.5,351159.0,307.03622550900263
7,1794.0,1953,838.75,1,1,1,427.0,385333.25,307.03622550900263
6,2675.0,1977,2599.5,2,0,2,256.0,385333.25,150.86575947039353
8,2308.0,1931,1215.0,2,1,2,705.5,266092.0,219.00576131687242
3,2197.0,1991,1649.0,3,1,3,608.0,322798.0,195.75379017586417
6,1487.0,1978,2599.5,1,2,1,705.5,157806.75,88.0267741633301
7,2110.0,1931,1066.0,4,2,3,705.5,385333.25,307.03622550900263
4,2625.0,1991,2599.5,4,2,1,548.0,385333.25,141.65621118012422
5,2172.0,1981,1173.0,2,1,2,705.5,157806.75,102.82011935208867
6,2238.0,1991,2599.5,1,2,3,422.0,364186.0,120.07451368282229
3,2539.0,1931,2599.5,4,2,1,401.0,385333.25,147.69577039274924
8,2800.0,1931,993.0,3,2,3,279.0,385333.25,307.03622550900263
3,1223.75,1970,1650.0,2,2,3,647.0,368960.0,223.61212121212122
5,2244.0,1950,838.75,2,2,3,242.0,157806.75,307.03622550900263
7,1223.75,1931,2155.0,1,1,1,466.0,158325.0,88.0267741633301
8,2800.0,1931,1015.0,1,2,1,546.0,157806.75,92.98423645320197
3,2550.0,1991,2599.5,2,2,1,354.0,310983.0,101.09980494148245
8,1933.0,1951,838.75,4,0,1,495.0,157806.75,88.0267741633301
7,2622.0,1938,838.75,1,2,3,705.5,157806.75,307.03622550900263
7,1223.75,1991,838.75,2,2,2,239.0,158788.0,307.03622550900263
8,2300.0,1972,2599.5,3,0,3,239.0,297989.0,103.93756539937216
3,2551.0,1991,838.75,3,1,1,327.0,365637.0,307.03622550900263
4,2089.0,1931,838.75,1,1,3,659.0,243083.0,307.03622550900263
8,1223.75,1957,1337.0,4,0,1,348.0,385333.25,299.3792071802543
8,2800.0,1991,1456.0,1,2,2,581.0,385333.25,305.22596153846155
8,1223.75,1942,838.75,2,1,1,239.0,305365.0,307.03622550900263
3,1223.75,1958,1515.0,3,1,3,565.0,380599.0,251.22046204620463
8,1223.75,1952,1582.0,4,2,1,239.0,157806.75,88.0267741633301
8,2800.0,1991,2599.5,3,1,1,527.0,385333.25,156.03026227303295
3,2800.0,1987,2599.5,2,0,3,320.0,385333.25,165.30996563573882
5,2800.0,1937,1317.0,4,1,3,705.5,157806.75,88.0267741633301
8,2800.0,1962,838.75,4,2,3,259.0,204504.0,253.727047146402
8,1978.0,1980,2063.0,3,0,3,364.0,385333.25,191.32234609791567
7,2800.0,1931,2066.0,3,1,3,239.0,258106.0,124.93030009680542
5,1223.75,1942,838.75,3,0,2,239.0,184349.0,307.03622550900263
4,1473.0,1931,2400.0,4,2,1,705.5,385333.25,183.77291666666667
3,2800.0,1965,838.75,2,2,3,705.5,292191.0,307.03622550900263
3,1353.0,1954,2535.0,4,2,3,619.0,385333.25,184.37199211045365
8,1409.0,1991,1110.0,1,0,1,310.0,320964.0,289.15675675675675
5,1223.75,1963,838.75,4,0,3,705.5,182426.0,307.03622550900263
4,1355.0,1950,838.75,3,2,3,415.0,205702.0,307.03622550900263
7,1886.0,1934,1188.0,4,2,1,494.0,207645.0,174.78535353535352
8,1223.75,1931,2599.5,4,0,1,239.0,385333.25,134.74737910043964
7,1504.0,1931,2599.5,3,1,1,379.0,260309.0,88.0267741633301
3,2800.0,1931,838.75,2,0,3,451.0,157806.75,138.02429906542056
5,1223.75,1971,924.0,2,1,1,352.0,220434.0,238.56493506493507
5,2211.0,1991,838.75,4,1,1,705.5,166805.0,307.03622550900263
8,1353.0,1958,838.75,4,2,3,705.5,157806.75,88.0267741633301
8,1749.0,1975,2522.0,4,1,1,239.0,214680.0,88.0267741633301
6,2800.0,1936,2599.5,2,2,2,699.0,157806.75,88.0267741633301
8,1370.0,1942,838.75,4,2,3,447.0,157806.75,203.08896797153025
3,2800.0,1981,1840.0,3,1,3,239.0,250304.0,136.03478260869565
3,1352.0,1931,1800.0,1,2,1,239.0,385333.25,266.56333333333333
5,2800.0,1957,2599.5,3,0,2,611.0,157806.75,88.0267741633301
5,2502.0,1931,2027.0,1,0,3,533.0,373954.0,184.48643315244203
6,1223.75,1955,1680.0,4,2,1,520.0,385333.25,229.4047619047619
7,2158.0,1968,1595.0,3,1,3,239.0,157806.75,88.0267741633301
8,2800.0,1940,2599.5,1,2,1,502.0,385333.25,173.42285298398835
3,1408.0,1941,838.75,3,1,2,473.0,385333.25,307.03622550900263
3,1636.0,1979,2508.0,4,1,3,623.0,157806.75,88.0267741633301
3,1223.75,1991,2408.0,4,1,1,705.5,385333.25,187.10838870431894
8,1703.0,1991,2419.0,1,2,3,599.0,385333.25,183.07523770152955
3,2800.0,1954,2172.0,1,1,3,705.5,157806.75,88.0267741633301
6,1223.75,1991,1207.0,1,2,1,239.0,174671.0,144.71499585749794
8,2210.0,1949,2372.0,4,1,3,465.0,157806.75,88.0267741633301
3,1780.0,1991,1632.0,4,0,1,603.0,157806.75,88.0267741633301
8,2350.0,1991,2583.0,3,1,1,674.0,385333.25,181.44134727061555
5,1296.0,1991,1318.0,2,0,2,522.0,316005.0,239.7610015174507
4,1788.0,1991,1371.0,3,0,3,323.0,157806.75,99.15536105032822
8,1699.0,1961,2536.0,1,0,3,670.0,385333.25,160.87381703470032
5,2615.0,1939,966.0,2,0,1,705.5,157806.75,88.0267741633301
6,2800.0,1949,838.75,3,1,2,239.0,377040.0,307.03622550900263
3,1223.75,1984,1444.0,1,0,2,705.5,385333.25,286.1191135734072
7,2800.0,1931,1955.0,1,1,3,705.5,157806.75,88.0267741633301
8,2795.0,1931,2489.0,3,0,2,239.0,385333.25,164.85335476094818
3,2166.0,1966,2599.5,2,1,3,307.0,233285.0,88.0267741633301
7,2800.0,1978,838.75,2,0,1,519.0,385333.25,307.03622550900263
7,2325.0,1982,2452.0,3,0,1,610.0,157806.75,88.0267741633301
6,1564.0,1931,1523.0,4,0,3,651.0,207804.0,136.44386080105056
7,2175.0,1966,1350.0,3,0,1,239.0,276539.0,204.8437037037037
4,2788.0,1991,2599.5,2,1,1,288.0,385333.25,148.78070453824182
8,1223.75,1991,2599.5,3,1,2,239.0,305858.0,88.29618937644342
7,2800.0,1931,2599.5,3,2,3,454.0,315208.0,101.94307891332471
3,1223.75,1949,838.75,1,1,1,316.0,157806.75,307.03622550900263
4,2151.0,1931,1793.0,1,0,3,343.0,385333.25,249.1734523145566
8,2800.0,1991,838.75,1,2,2,239.0,157806.75,110.20367534456355
3,1223.75,1989,1302.0,1,1,3,705.5,264770.0,203.35637480798772
3,2800.0,1974,1969.0,4,1,3,239.0,272072.0,138.17775520568816
7,1832.0,1931,1951.0,4,0,3,705.5,385333.25,255.56125064069707
3,2588.0,1985,2036.0,4,1,1,705.5,385333.25,227.56188605108056
4,2800.0,1974,1304.0,3,2,2,591.0,385333.25,307.03622550900263
4,1223.75,1931,838.75,4,1,1,705.5,265433.0,307.03622550900263
3,1819.0,1991,838.75,3,0,1,570.0,292073.0,307.03622550900263
8,2800.0,1981,838.75,2,2,1,482.0,263161.0,307.03622550900263
3,2290.0,1945,838.75,3,1,1,545.0,157806.75,89.81942336874052
6,1965.0,1931,999.0,2,2,3,451.0,236174.0,236.4104104104104
3,2606.0,1974,2599.5,1,2,3,308.0,385333.25,151.45574886535553
8,1223.75,1950,1668.0,2,0,1,239.0,211361.0,126.7152278177458
8,2800.0,1991,2411.0,4,2,1,560.0,157806.75,88.0267741633301
8,1228.0,1931,921.0,1,0,1,373.0,385333.25,307.03622550900263
3,2800.0,1941,1049.0,2,0,1,633.0,157806.75,119.04099142040039
8,2800.0,1943,2435.0,1,1,2,239.0,166572.0,88.0267741633301
8,1419.0,1931,2599.5,3,1,3,250.0,211509.0,88.0267741633301
5,1442.0,1931,1093.0,3,1,2,567.0,157806.75,98.94144556267155
7,1223.75,1991,1993.0,3,0,3,482.0,168094.0,88.0267741633301
6,2800.0,1931,838.75,4,1,3,705.5,186929.0,235.42695214105794
7,1898.0,1971,1613.0,4,0,1,533.0,157806.75,88.0267741633301
8,2799.0,1991,883.0,4,2,3,327.0,157806.75,153.7916194790487
8,2800.0,1976,838.75,1,1,1,261.0,249844.0,307.03622550900263
3,2800.0,1931,2599.5,4,2,3,266.0,385333.25,152.7407147862649
3,2800.0,1982,2539.0,1,2,3,504.0,300901.0,118.5116187475384
8,2800.0,1931,2599.5,2,0,1,239.0,157806.75,88.0267741633301
7,1223.75,1931,2599.5,3,0,1,239.0,239890.0,88.0267741633301
5,2800.0,1972,838.75,3,1,1,705.5,385333.25,307.03622550900263
7,2800.0,1991,838.75,2,1,2,691.0,339913.0,307.03622550900263
8,1223.75,1931,2599.5,2,1,3,239.0,385333.25,126.26578472639808
3,2126.0,1970,838.75,4,0,3,467.0,298922.0,307.03622550900263
8,1223.75,1931,838.75,1,0,3,705.5,385333.25,307.03622550900263
6,1223.75,1983,1627.0,3,2,2,381.0,385333.25,267.89366933005533
3,2275.0,1939,1835.0,2,0,1,458.0,352400.0,192.04359673024524
8,2086.0,1954,1925.0,3,0,2,426.0,271567.0,141.07376623376624
8,1223.75,1991,2197.0,1,1,3,630.0,237569.0,108.13336367774238
3,1223.75,1969,2599.5,3,0,1,239.0,195473.0,88.0267741633301
6,1888.0,1991,2599.5,4,1,3,239.0,385333.25,140.45350788855322
3,1281.0,1946,2599.5,1,1,1,277.0,157806.75,88.0267741633301
3,2477.0,1981,1639.0,1,1,3,398.0,157806.75,88.0267741633301
3,2066.0,1991,928.0,3,1,3,705.5,157806.75,107.77801724137932
6,1917.0,1991,2599.5,3,0,2,613.0,385333.25,144.8943661971831
3,2800.0,1990,2272.0,4,1,1,239.0,240394.0,105.80721830985915
3,2800.0,1931,2599.5,2,1,1,705.5,385333.25,122.10897049969897
5,1223.75,1938,2599.5,3,0,2,308.0,328312.0,110.13485407581348
3,1223.75,1991,2599.5,3,0,3,705.5,188996.0,88.0267741633301
6,2800.0,1991,1887.0,3,1,3,705.5,157806.75,88.0267741633301
6,1223.75,1965,2317.0,3,1,1,581.0,339998.0,146.74061286145877
5,2735.0,1970,1448.0,2,2,2,564.0,157806.75,88.0267741633301
7,2012.0,1933,1246.0,1,1,1,576.0,289078.0,232.0048154093098
8,2800.0,1973,1012.0,2,0,2,543.0,385333.25,307.03622550900263
3,1563.0,1931,2599.5,2,2,1,239.0,385333.25,132.83538600180233
8,2800.0,1960,838.75,1,1,1,603.0,219600.0,307.03622550900263
6,2557.0,1936,1177.0,2,1,3,424.0,293537.0,249.39422259983007
3,2800.0,1950,838.75,1,1,1,239.0,157806.75,307.03622550900263
3,1716.0,1982,1865.0,1,0,1,705.5,385333.25,231.8509383378016
8,2800.0,1931,2039.0,2,1,3,705.5,385333.25,234.38352133398726
3,1223.75,1990,2599.5,3,1,2,538.0,371315.0,115.71050171392957
8,2195.0,1931,838.75,4,0,1,239.0,285883.0,307.03622550900263
3,1223.75,1931,838.75,3,0,2,239.0,157806.75,307.03622550900263
7,2800.0,1991,1067.0,2,1,3,331.0,385333.25,307.03622550900263
6,1816.0,1967,2154.0,2,2,1,239.0,376792.0,174.92664809656452
7,1223.75,1949,838.75,2,1,1,239.0,385333.25,307.03622550900263
7,2743.0,1991,2599.5,1,0,3,239.0,385333.25,138.0259665320254
4,1487.0,1938,2374.0,3,0,2,239.0,350767.0,147.7535804549284
8,2253.0,1935,1079.0,1,2,3,385.0,377963.0,307.03622550900263
6,2165.0,1931,1112.0,3,0,1,652.0,157806.75,88.0267741633301
8,2800.0,1938,838.75,2,1,1,490.0,185907.0,307.03622550900263
4,2505.0,1985,1548.0,4,1,3,521.0,301590.0,194.82558139534885
3,1301.0,1991,2599.5,4,2,1,705.5,157806.75,88.0267741633301
3,2800.0,1986,1881.0,2,0,1,649.0,211712.0,112.55289739500266
5,1223.75,1976,1552.0,4,1,3,512.0,157806.75,91.85180412371135
8,2653.0,1976,2599.5,4,2,3,705.5,334666.0,104.48517015298158
5,2624.0,1944,2279.0,2,2,3,576.0,157806.75,88.0267741633301
8,2800.0,1991,2599.5,4,2,3,639.0,385333.25,148.4842889536767
7,2544.0,1966,838.75,4,1,2,695.0,385333.25,307.03622550900263
5,2800.0,1991,2202.0,1,1,3,650.0,157806.75,88.0267741633301
8,2516.0,1990,1570.0,3,1,1,239.0,271662.0,173.03312101910828
4,1272.0,1950,1234.0,4,2,1,380.0,300716.0,243.69205834683956
8,1259.0,1991,2558.0,3,2,2,705.5,272017.0,106.33971853010163
7,2225.0,1931,838.75,3,1,3,292.0,336919.0,307.03622550900263
4,2800.0,1975,838.75,1,1,2,541.0,282447.0,307.03622550900263
3,2800.0,1991,1042.0,4,2,3,705.5,385333.25,307.03622550900263
6,1340.0,1987,1561.0,3,2,3,239.0,157806.75,88.0267741633301
7,1602.0,1991,1220.0,4,2,2,651.0,158015.0,129.5204918032787
7,2702.0,1931,1000.0,3,1,3,689.0,157806.75,88.0267741633301
7,1223.75,1945,1561.0,4,1,3,412.0,385333.25,275.4778987828315
3,1223.75,1991,2599.5,3,0,3,239.0,385333.25,134.70555555555555
8,1805.0,1931,1614.0,1,1,2,239.0,385333.25,307.03622550900263
3,1910.0,1991,1916.0,3,2,2,705.5,356201.0,185.90866388308976
8,1823.0,1991,838.75,1,1,1,388.0,328403.0,307.03622550900263
4,1223.75,1931,1053.0,4,1,1,705.5,184807.0,175.50522317188984
6,1229.0,1991,838.75,1,0,1,601.0,238802.0,307.03622550900263
6,1562.0,1991,2396.0,2,0,2,239.0,195086.0,88.0267741633301
8,2800.0,1991,2599.5,2,2,2,705.5,385333.25,165.43464169967592
7,2675.0,1931,2599.5,3,2,3,636.0,293150.0,88.0267741633301
3,2068.0,1931,1205.0,1,0,1,293.0,287972.0,238.98091286307053
8,2661.0,1989,838.75,2,2,1,239.0,278817.0,307.03622550900263
8,2269.0,1931,838.75,4,1,1,239.0,366299.0,307.03622550900263
3,2342.0,1942,838.75,4,1,2,364.0,157806.75,127.05582922824303
8,1223.75,1962,2599.5,2,2,2,239.0,157806.75,88.0267741633301
8,1445.0,1931,2088.0,4,2,3,239.0,157806.75,88.0267741633301
8,1662.0,1970,2599.5,2,2,3,705.5,259404.0,97.81447963800905
8,2158.0,1950,838.75,3,1,2,418.0,157806.75,307.03622550900263
8,1607.0,1974,2599.5,4,2,1,700.0,207542.0,88.0267741633301
3,1731.0,1931,1670.0,1,0,1,526.0,157806.75,88.0267741633301
8,1223.75,1931,838.75,2,1,1,705.5,157806.75,189.43125
3,1788.0,1931,838.75,2,0,1,239.0,186733.0,307.03622550900263
5,2800.0,1991,2599.5,4,2,3,346.0,157806.75,88.0267741633301
8,1223.75,1931,1001.0,3,2,3,326.0,385333.25,307.03622550900263
8,2800.0,1991,1853.0,4,0,1,481.0,157806.75,88.0267741633301
8,2006.0,1991,838.75,4,2,3,382.0,227822.0,307.03622550900263
5,1874.0,1933,2562.0,1,1,1,239.0,283276.0,110.56830601092896
4,2356.0,1989,1021.0,3,1,1,586.0,375823.0,307.03622550900263
3,2800.0,1935,1323.0,4,2,1,464.0,385333.25,307.03622550900263
7,1691.0,1939,2599.5,1,1,2,705.5,223529.0,88.0267741633301
7,2800.0,1931,1833.0,1,1,2,705.5,157806.75,88.0267741633301
8,1830.0,1931,838.75,1,0,1,239.0,374103.0,307.03622550900263
8,1223.75,1966,2599.5,1,2,1,469.0,377845.0,118.26134585289515
7,2668.0,1991,838.75,3,2,3,239.0,374266.0,307.03622550900263
8,2800.0,1943,2043.0,1,2,3,243.0,157806.75,88.0267741633301
8,2144.0,1931,2599.5,1,0,1,239.0,385333.25,126.16730038022814
4,1223.75,1991,1665.0,3,1,2,335.0,167207.0,100.42462462462463
8,1740.0,1968,2244.0,3,0,3,551.0,376524.0,167.79144385026737
8,2477.0,1991,2599.5,3,1,3,705.5,353701.0,122.94091067083768
3,2800.0,1931,1952.0,2,1,3,239.0,157806.75,88.0267741633301
3,2086.0,1931,2211.0,4,1,3,356.0,366880.0,165.93396653098145
8,2561.0,1991,838.75,4,2,3,480.0,157806.75,157.75384615384615
4,1969.0,1931,838.75,2,1,1,584.0,363062.0,307.03622550900263
6,2800.0,1991,1419.0,3,0,1,305.0,157806.75,88.0267741633301
5,2246.0,1978,2369.0,2,0,1,705.5,272275.0,114.93246095398902
3,1840.0,1968,838.75,4,1,3,518.0,385333.25,307.03622550900263
8,1366.0,1991,2599.5,3,1,1,705.5,157806.75,88.0267741633301
3,1892.0,1991,2599.5,1,0,3,705.5,385333.25,140.85590393595731
8,1478.0,1991,838.75,2,1,3,705.5,197399.0,307.03622550900263
8,2800.0,1942,838.75,4,1,1,514.0,217726.0,307.03622550900263
4,1223.75,1958,2599.5,2,0,1,321.0,338505.0,97.38348676639816
6,1503.0,1965,1940.0,4,1,3,596.0,194810.0,100.41752577319588
8,1998.0,1967,2599.5,1,0,1,444.0,249081.0,88.0267741633301
8,2064.0,1991,1508.0,4,1,3,613.0,385333.25,283.9754641909814
5,1223.75,1939,2062.0,2,1,3,418.0,157806.75,88.0267741633301
4,1642.0,1950,1326.0,1,0,3,239.0,242486.0,182.87028657616892
3,1223.75,1931,2599.5,1,0,2,239.0,157806.75,88.0267741633301
7,1598.0,1991,1105.0,2,2,2,263.0,385333.25,307.03622550900263
8,1879.0,1931,1733.0,4,1,3,568.0,293705.0,169.47778418926717
5,2688.0,1991,838.75,2,2,1,239.0,157806.75,137.8455172413793
3,2800.0,1981,2412.0,4,2,3,334.0,157806.75,88.0267741633301
3,2800.0,1987,2599.5,2,0,2,239.0,376970.0,142.25283018867924
7,1223.75,1991,838.75,3,1,3,567.0,157806.75,213.14756446991404
3,1223.75,1947,1381.0,4,1,3,239.0,258966.0,187.52063721940624
8,1392.0,1963,838.75,2,0,1,553.0,348957.0,307.03622550900263
3,1223.75,1991,1705.0,3,0,1,600.0,233760.0,137.10263929618768
8,2800.0,1931,2599.5,4,2,3,239.0,385333.25,130.6879973474801
8,2800.0,1953,1961.0,2,0,2,239.0,214000.0,109.12799592044875
